Year,DoY,NEE,NEE_f,NEE_fqc,GPP_f,GPP_fqc,Reco_f,LE,LE_f,LE_fqc,H,H_f,H_fqc,Rg,Rg_f,Rg_fqc,Tair,Tair_f,Tair_fqc,rH,VPD,VPD_f,VPD_fqc,P,Tmin,Tmin_f,VPDmax,VPDmax_f,iWUE,Gs
2018,318,NaN,1.46131272538911,0.75,1.12030871100481,0.75,2.58162143639392,NaN,10.507934150725,0.395833333333333,NaN,14.4006014361147,0.125,119.823705979167,119.823705979167,0,7.29777083333333,7.29777083333333,0,65.5247916666667,4.77283502083333,4.77283502083333,0,0,-0.462,-0.462,14.258406,14.258406,23.9832219889333,0.104665243041913
2018,319,NaN,2.6905471433879,0.6875,-0.0472702417803093,0.6875,2.64327690160759,NaN,9.09105129829053,0.4375,NaN,16.8187232595187,0.0208333333333333,104.140097583333,104.140097583333,0,5.72979166666667,5.72979166666667,0,73.7064583333333,3.243951875,3.243951875,0,0.1,-0.746,-0.746,9.740019,9.740019,22.3779882426505,0.156100021896724
2018,320,NaN,3.8061219296663,0.8125,-0.840492350184433,0.8125,2.96562957948187,NaN,8.16971220699954,0.229166666666667,NaN,11.9857600260122,0.0833333333333333,100.729869958333,100.729869958333,0,6.9536875,6.9536875,0,66.4558333333333,4.38372852083333,4.38372852083333,0,0,0.249,0.249,13.140037,13.140037,42.0796101877846,0.118883801097394
2018,321,NaN,3.36247370368903,0.958333333333333,-0.1128154064453,0.958333333333333,3.24965829724373,NaN,8.54782423672658,0.333333333333333,NaN,13.4226066581573,0.0208333333333333,110.124406104167,110.124406104167,0,7.6211875,7.6211875,0,71.145,4.01332079166667,4.01332079166667,0,0,-1.239,-1.239,12.024233,12.024233,25.0314928841095,0.132524010771445
2018,322,NaN,4.18602987154976,1.25,-0.823263068198855,1.25,3.3627668033509,NaN,10.3776299391526,0.854166666666667,NaN,18.1956522824011,0.0833333333333333,115.661727958333,115.661727958333,0,6.80539583333333,6.80539583333333,0,78.2047916666667,2.9634179375,2.9634179375,0,0.1,-1.663,-1.663,13.55264,13.55264,NaN,NaN
2018,323,NaN,4.4396639867758,1.3125,-0.699139547894777,1.3125,3.74052443888102,NaN,12.8735210588495,0.958333333333333,NaN,15.5907111783919,0.104166666666667,106.756376583333,106.756376583333,0,8.18452083333333,8.18452083333333,0,66.5891666666667,4.77808483333333,4.77808483333333,0,0.1,0.553,0.553,12.695374,12.695374,NaN,NaN
2018,324,NaN,4.17457607641882,1.375,-0.252833335536102,1.375,3.92174274088272,NaN,15.645910673763,1,15.1987895416667,15.1987895416667,0,119.146974229167,119.146974229167,0,7.9036875,7.9036875,0,70.2579166666667,4.21756845833333,4.21756845833333,0,0,-1.004,-1.004,11.809939,11.809939,NaN,NaN
2018,325,NaN,4.58629670960481,1.52083333333333,-0.221196857066127,1.52083333333333,4.36509985253868,NaN,7.14783696342922,1,NaN,-1.97352597149978,0.0625,35.0790823125,35.0790823125,0,9.54283333333333,9.54283333333333,0,83.0879166666667,1.99342935416667,1.99342935416667,0,16.3,3.747,3.747,3.689722,3.689722,NaN,NaN
2018,326,NaN,6.62867993981814,0.833333333333333,-1.6342751343219,0.833333333333333,4.99440480549624,NaN,36.8906560448151,0.729166666666667,-10.099340125,-10.099340125,0,105.096586625,105.096586625,0,12.3533333333333,12.3533333333333,0,75.3747916666667,3.985348875,3.985348875,0,20,8.27,8.27,8.774683,8.774683,NaN,NaN
2018,327,NaN,4.59989760227158,1,0.422591354798173,1,5.02248895706976,NaN,13.3030632193938,1,-0.269707375,-0.269707375,0,31.0718304166667,31.0718304166667,0,10.9070833333333,10.9070833333333,0,89.4708333333333,1.38552360416667,1.38552360416667,0,11.6,9.84,9.84,2.387296,2.387296,NaN,NaN
2018,328,NaN,4.731282895855,0.75,0.583045913299759,0.75,5.31432880915476,NaN,30.6283648229467,0.458333333333333,8.45130952083333,8.45130952083333,0,111.784196104167,111.784196104167,0,11.27125,11.27125,0,84.8195833333333,2.23923560416667,2.23923560416667,0,0.3,7.94,7.94,6.465745,6.465745,NaN,NaN
2018,329,NaN,4.91580998148221,0.770833333333333,0.599693043905164,0.770833333333333,5.51550302538738,NaN,29.0905938449637,0.3125,13.3144936666667,13.3144936666667,0,138.054826208333,138.054826208333,0,11.0616041666667,11.0616041666667,0,76.0695833333333,3.85720979166667,3.85720979166667,0,0,5.936,5.936,11.195256,11.195256,NaN,NaN
2018,330,NaN,4.20685169908874,0.833333333333333,1.28829874420941,0.833333333333333,5.49515044329815,NaN,14.9262790768597,0.5,NaN,10.8219408593345,0.0416666666666667,98.8387721666667,98.8387721666667,0,9.55020833333333,9.55020833333333,0,84.5766666666667,2.1380689375,2.1380689375,0,0,3.213,3.213,5.893714,5.893714,4.71942414834188,0.385950795518505
2018,331,NaN,4.0347206538816,0.875,1.76477274552112,0.875,5.79949339940272,NaN,13.6291595450464,0.729166666666667,NaN,-3.39121521293605,0.0208333333333333,31.5078770208333,31.5078770208333,0,9.97079166666667,9.97079166666667,0,86.7585416666667,1.7150431875,1.7150431875,0,1.3,5.347,5.347,3.490779,3.490779,NaN,NaN
2018,332,NaN,4.71747966820584,0.520833333333333,1.28067873924031,0.520833333333333,5.99815840744615,NaN,13.0041140117182,0.1875,3.13326122916667,3.13326122916667,0,74.1919855208333,74.1919855208333,0,11.23375,11.23375,0,87.5127083333333,1.70807977083333,1.70807977083333,0,8,9.42,9.42,3.922911,3.922911,NaN,NaN
2018,333,NaN,3.92189953938055,0.854166666666667,1.79056903226969,0.854166666666667,5.71246857165024,NaN,22.9027735239268,0.770833333333333,NaN,-35.8809799002193,0.0208333333333333,56.4141035,56.4141035,0,11.5795833333333,11.5795833333333,0,80.7347916666667,2.6515005,2.6515005,0,18.9,10.09,10.09,4.353688,4.353688,NaN,NaN
2018,334,NaN,3.81297045631921,0.4375,1.49760815871581,0.4375,5.31057861503502,43.4299069583333,43.4299069583333,0,-10.3043553541667,-10.3043553541667,0,125.411040291667,125.411040291667,0,11.2872916666667,11.2872916666667,0,68.1102083333333,4.50840147916667,4.50840147916667,0,0,8.96,8.96,9.644573,9.644573,NaN,NaN
2018,335,NaN,4.02932555526434,0.375,0.818998486752702,0.375,4.84832404201704,NaN,42.1893521269507,0.3125,-15.9428488125,-15.9428488125,0,91.2978244375,91.2978244375,0,10.6429166666667,10.6429166666667,0,73.7304166666667,3.44660770833333,3.44660770833333,0,8,7.25,7.25,6.299582,6.299582,NaN,NaN
2018,336,NaN,3.1537746029398,0.479166666666667,0.946040944343356,0.479166666666667,4.09981554728316,NaN,28.435658307941,0.125,NaN,9.24151098657028,0.0416666666666667,134.3617154375,134.3617154375,0,7.89722916666667,7.89722916666667,0,74.1597916666667,3.03972141666667,3.03972141666667,0,0,3.963,3.963,7.266208,7.266208,NaN,NaN
2018,337,NaN,2.04353932553609,0.5625,1.54669735756318,0.5625,3.59023668309927,NaN,23.6995925594126,0.291666666666667,16.4236054166667,16.4236054166667,0,116.691672916667,116.691672916667,0,6.29372916666667,6.29372916666667,0,78.9691666666667,2.22866977083333,2.22866977083333,0,0.1,1.721,1.721,5.202872,5.202872,7.0780469278762,0.559783009640299
2018,338,NaN,2.94470211406245,0.416666666666667,0.642044677302812,0.416666666666667,3.58674679136526,NaN,12.4946958285009,0.0208333333333333,-0.484216645833333,-0.484216645833333,0,29.0541385416667,29.0541385416667,0,8.29204166666667,8.29204166666667,0,75.1689583333333,2.7427583125,2.7427583125,0,0.2,6.542,6.542,3.64072,3.64072,10.0641756618198,0.238621455737867
2018,339,NaN,2.55243438085301,0.479166666666667,0.890698908523988,0.479166666666667,3.443133289377,NaN,29.1089303932554,0.375,1.18335252083333,1.18335252083333,0,77.4678044375,77.4678044375,0,9.36279166666667,9.36279166666667,0,80.54125,2.3505613125,2.3505613125,0,7.2,7.415,7.415,3.504807,3.504807,NaN,NaN
2018,340,NaN,2.61644290345612,0.5625,0.814757712438267,0.5625,3.43120061589439,NaN,35.0032697224339,0.104166666666667,NaN,10.913689713843,0.0208333333333333,129.508939708333,129.508939708333,0,10.6662083333333,10.6662083333333,0,67.85875,4.46954554166667,4.46954554166667,0,0,6.118,6.118,8.950627,8.950627,NaN,NaN
2018,341,NaN,2.03149931036312,0.625,1.03094046244639,0.625,3.06243977280951,NaN,19.5737616086109,0.5,NaN,10.6131647065777,0.0208333333333333,125.217241854167,125.217241854167,0,7.95316666666667,7.95316666666667,0,78.5760416666667,2.81814347916667,2.81814347916667,0,0.1,2.053,2.053,9.064738,9.064738,NaN,NaN
2018,342,NaN,1.01269542960428,0.666666666666667,1.71089417062598,0.666666666666667,2.72358960023026,NaN,14.1472701096813,0.666666666666667,14.0552470625,14.0552470625,0,115.717991958333,115.717991958333,0,5.37464583333333,5.37464583333333,0,88.5485416666667,1.18521091666667,1.18521091666667,0,0.3,0.318,0.318,4.24638,4.24638,NaN,NaN
2018,343,NaN,1.91410975821747,1,0.709818937252888,1,2.62392869547036,NaN,4.35048735329921,0.979166666666667,NaN,2.74186657582136,0.0416666666666667,15.0021880625,15.0021880625,0,5.09958333333333,5.09958333333333,0,89.4604166666667,0.958320541666667,0.958320541666667,0,0.1,3.703,3.703,1.888375,1.888375,NaN,NaN
2018,344,NaN,1.55468624541865,0.625,1.15367141768966,0.625,2.70835766310831,NaN,10.1748733254384,0.1875,3.7509416875,3.7509416875,0,73.9528632083333,73.9528632083333,0,6.780875,6.780875,0,85.198125,1.61231908333333,1.61231908333333,0,0,4.334,4.334,4.958157,4.958157,NaN,NaN
2018,345,NaN,1.22626605686462,0.604166666666667,1.43923196925927,0.604166666666667,2.66549802612389,NaN,22.8364529067172,0.395833333333333,NaN,8.97646179427083,0.0208333333333333,129.007251791667,129.007251791667,0,7.1885,7.1885,0,75.9797916666667,2.84100054166667,2.84100054166667,0,0.3,0.668,0.668,7.128543,7.128543,NaN,NaN
2018,346,NaN,1.04079728716529,0.395833333333333,1.7071591636102,0.395833333333333,2.74795645077549,NaN,25.0674342157673,0.0833333333333333,NaN,12.5125942795338,0.0416666666666667,122.786946770833,122.786946770833,0,9.12875,9.12875,0,73.0427083333333,3.620760125,3.620760125,0,0,3.507,3.507,10.233446,10.233446,NaN,NaN
2018,347,NaN,0.648344337411885,0.729166666666667,1.72234099688433,0.729166666666667,2.37068533429621,NaN,14.2848795276832,0.479166666666667,12.7061064375,12.7061064375,0,107.892598145833,107.892598145833,0,6.27052083333333,6.27052083333333,0,84.7420833333333,1.66404635416667,1.66404635416667,0,0,0.1,0.1,4.680508,4.680508,14.3931280735027,NaN
2018,348,NaN,1.8356958150401,0.625,0.652288048174955,0.625,2.48798386321506,NaN,13.530445336022,0.208333333333333,-4.03810322916667,-4.03810322916667,0,55.0934608541667,55.0934608541667,0,7.87725,7.87725,0,83.1010416666667,2.2420029375,2.2420029375,0,0.2,2.516,2.516,6.819502,6.819502,NaN,NaN
2018,349,NaN,0.507926067512241,0.75,1.99294515229669,0.75,2.50087121980893,NaN,11.3084294848197,0.666666666666667,NaN,3.41004378402062,0.0416666666666667,74.626469125,74.626469125,0,6.9799375,6.9799375,0,87.62625,1.35052175,1.35052175,0,0.1,3.124,3.124,3.210495,3.210495,NaN,NaN
2018,350,NaN,2.0511323083542,0.708333333333333,0.52816751668966,0.708333333333333,2.57929982504386,NaN,4.35237029457733,0.604166666666667,-7.6074299375,-7.6074299375,0,15.1912978541667,15.1912978541667,0,6.85245833333333,6.85245833333333,0,88.7166666666667,1.166124875,1.166124875,0,19.1,2.743,2.743,2.341529,2.341529,NaN,NaN
2018,351,NaN,0.97546831352286,0.8125,1.87561281873948,0.8125,2.85108113226234,NaN,20.322962392015,0.6875,4.58238516666667,4.58238516666667,0,105.085646395833,105.085646395833,0,8.85566666666667,8.85566666666667,0,83.8229166666667,2.04419725,2.04419725,0,5.5,4.68,4.68,5.406112,5.406112,NaN,NaN
2018,352,NaN,0.14980772592074,0.6875,2.75951449531532,0.6875,2.90932222123606,NaN,18.3301783736775,0.479166666666667,4.393029375,4.393029375,0,117.643473354167,117.643473354167,0,8.487375,8.487375,0,82.7854166666667,2.29893822916667,2.29893822916667,0,0.1,2.232,2.232,7.265015,7.265015,NaN,NaN
2018,353,NaN,0.463162563711159,0.5625,2.39735263875252,0.5625,2.86051520246368,NaN,10.753310696935,0.5,4.4148178125,4.4148178125,0,71.2162415833333,71.2162415833333,0,7.05977083333333,7.05977083333333,0,88.9041666666667,1.24637004166667,1.24637004166667,0,0.2,2.69,2.69,4.216663,4.216663,NaN,NaN
2018,354,NaN,1.14810406744125,0.541666666666667,1.60369064412446,0.541666666666667,2.75179471156571,NaN,6.92623496786405,0.166666666666667,1.9294371875,1.9294371875,0,22.7588147291667,22.7588147291667,0,6.66464583333333,6.66464583333333,0,87.84375,1.219798,1.219798,0,0.2,3.248,3.248,1.984455,1.984455,NaN,NaN
2018,355,NaN,0.75139494688041,0.875,1.85838369848713,0.875,2.60977864536754,NaN,7.67848677558305,0.5,2.18910697916667,2.18910697916667,0,33.9459864583333,33.9459864583333,0,6.9495625,6.9495625,0,87.7495833333333,1.24874879166667,1.24874879166667,0,1.5,4.973,4.973,2.913222,2.913222,NaN,NaN
2018,356,NaN,0.39431208113511,0.541666666666667,2.17727680535626,0.541666666666667,2.57158888649137,NaN,19.7372136188575,0.0833333333333333,NaN,0.9764428359375,0.0208333333333333,83.5193173541667,83.5193173541667,0,8.51575,8.51575,0,66.26375,3.83613910416667,3.83613910416667,0,0,3.551,3.551,6.326048,6.326048,NaN,NaN
2018,357,NaN,-0.187565518029312,0.625,2.57913474558628,0.625,2.39156922755697,19.3911350208333,19.3911350208333,0,7.28038279166667,7.28038279166667,0,77.39903725,77.39903725,0,8.51604166666667,8.51604166666667,0,79.0341666666667,2.5025699375,2.5025699375,0,0,4.378,4.378,5.483547,5.483547,19.5026874416857,0.382062570616953
2018,358,NaN,1.10577202663231,0.604166666666667,1.10576425158325,0.604166666666667,2.21153627821556,NaN,11.2719651160001,0.354166666666667,-10.267662125,-10.267662125,0,36.2543761458333,36.2543761458333,0,8.66391666666667,8.66391666666667,0,83.8722916666667,1.89363289583333,1.89363289583333,0,6.2,5.078,5.078,3.402968,3.402968,NaN,NaN
2018,359,NaN,-0.425936017554789,0.416666666666667,2.52462316609625,0.416666666666667,2.09868714854146,NaN,57.928281552598,0.416666666666667,-27.4964561041667,-27.4964561041667,0,128.794698729167,128.794698729167,0,10.6155625,10.6155625,0,65.6141666666667,4.84775954166667,4.84775954166667,0,7.4,5.266,5.266,10.00227,10.00227,NaN,NaN
2018,360,NaN,-0.93218591763935,0.520833333333333,2.70943850046953,0.520833333333333,1.77725258283017,29.329264625,29.329264625,0,0.509239083333333,0.509239083333333,0,123.955989020833,123.955989020833,0,9.44122916666667,9.44122916666667,0,67.67,4.176381375,4.176381375,0,0,3.668,3.668,9.823027,9.823027,NaN,NaN
2018,361,NaN,0.484093521049844,0.333333333333333,1.07602532986588,0.333333333333333,1.56011885091573,NaN,65.0116184571974,0.229166666666667,-38.2579854791667,-38.2579854791667,0,133.0707676875,133.0707676875,0,8.404,8.404,0,58.296875,5.36295883333333,5.36295883333333,0,0,1.704,1.704,10.091967,10.091967,7.0911043820552,0.465576289991743
2018,362,-0.115985088,0.183639154870202,0.208333333333333,1.34912905427622,0.208333333333333,1.53276820914643,54.904437125,54.904437125,0,-34.0907995208333,-34.0907995208333,0,133.777194291667,133.777194291667,0,9.17066666666667,9.17066666666667,0,43.2564583333333,6.72562795833333,6.72562795833333,0,0,6.518,6.518,10.360676,10.360676,9.1990632771003,0.403301987002501
2018,363,NaN,-0.950274792582838,0.520833333333333,2.29245682404431,0.520833333333333,1.34218203146147,NaN,20.7504552738856,0.0625,11.3788690416667,11.3788690416667,0,121.716366604167,121.716366604167,0,6.59054166666667,6.59054166666667,0,66.60125,3.62560747916667,3.62560747916667,0,0,0.34,0.34,7.885678,7.885678,22.1829916099643,0.380383691559
2018,364,NaN,-0.478829469774113,0.875,1.72121145200022,0.875,1.24238198222611,NaN,18.4206846393875,0.416666666666667,NaN,8.64906873687215,0.0208333333333333,123.854401166667,123.854401166667,0,5.50797916666667,5.50797916666667,0,77.4827083333333,2.66004845833333,2.66004845833333,0,0.1,-1.769,-1.769,8.563994,8.563994,22.9128530566357,0.428945928664049
2018,365,NaN,0.384568232402629,0.145833333333333,1.13951321122871,0.145833333333333,1.52408144363134,NaN,68.5230163257353,0.0208333333333333,-56.5772837708333,-56.5772837708333,0,136.6107151875,136.6107151875,0,8.10708333333333,8.10708333333333,0,48.548125,5.874667,5.874667,0,1.1,3.083,3.083,9.686357,9.686357,NaN,NaN
2019,1,NaN,0.314222061056653,0.270833333333333,1.36248402014511,0.270833333333333,1.67670608120176,44.2806666041667,44.2806666041667,0,-31.5311957291667,-31.5311957291667,0,133.6771693125,133.6771693125,0,6.88175,6.88175,0,45.1945833333333,5.8506049375,5.8506049375,0,0,-0.506,-0.506,11.501389,11.501389,NaN,NaN
2019,2,NaN,-0.556909160146383,0.916666666666667,2.25584301632549,0.916666666666667,1.69893385617911,NaN,18.7368540440212,0.1875,NaN,12.232044663966,0.0208333333333333,130.223180770833,130.223180770833,0,3.8766875,3.8766875,0,73.08,2.62282860416667,2.62282860416667,0,0,-2.144,-2.144,7.742665,7.742665,21.2499344657115,0.405471536440657
2019,3,NaN,-0.735499368366084,0.958333333333333,2.59867193659225,0.958333333333333,1.86317256822617,NaN,13.9394353944609,0.5,NaN,8.84963787509921,0.0416666666666667,108.491185291667,108.491185291667,0,3.47879166666667,3.47879166666667,0,81.4341666666667,1.8023330625,1.8023330625,0,0,-3.844,-3.844,5.432814,5.432814,25.3122666266445,0.385485979276792
2019,4,NaN,-0.091667025825973,0.875,2.04648258581413,0.875,1.95481555998815,NaN,14.1467670113435,0.645833333333333,NaN,13.4381455135632,0.0833333333333333,112.0967741875,112.0967741875,0,2.76785416666667,2.76785416666667,0,85.5541666666667,1.3503521875,1.3503521875,0,0.1,-1.95,-1.95,4.669846,4.669846,18.2453388868277,NaN
2019,5,NaN,1.71146647539783,0.666666666666667,0.655326321178159,0.666666666666667,2.36679279657599,NaN,12.9849640091561,0.625,-15.4983603125,-15.4983603125,0,35.7464366458333,35.7464366458333,0,6.07416666666667,6.07416666666667,0,81.86625,1.94835883333333,1.94835883333333,0,3.6,-0.431,-0.431,4.444856,4.444856,NaN,NaN
2019,6,NaN,1.60682608357554,0.9375,0.882085044497865,0.9375,2.4889111280734,NaN,10.6478189698001,0.9375,8.84983983333333,8.84983983333333,0,15.1959864791667,15.1959864791667,0,5.83108333333333,5.83108333333333,0,89.1958333333333,1.01983214583333,1.01983214583333,0,28.2,3.022,3.022,1.467298,1.467298,NaN,NaN
2019,7,NaN,-0.317493634606355,0.4375,3.19915644747936,0.4375,2.88166281287301,NaN,13.545249706389,0.208333333333333,3.46185264583333,3.46185264583333,0,73.097962,73.097962,0,8.44504166666667,8.44504166666667,0,84.7739583333333,1.74298783333333,1.74298783333333,0,0,5.698,5.698,3.750126,3.750126,NaN,NaN
2019,8,NaN,2.04134570962963,0.645833333333333,0.874027324675504,0.645833333333333,2.91537303430513,NaN,3.29956664449029,0.395833333333333,-1.59372154166667,-1.59372154166667,0,20.3613403333333,20.3613403333333,0,7.2275,7.2275,0,88.9291666666667,1.1330320625,1.1330320625,0,0.4,6.333,6.333,2.083503,2.083503,NaN,NaN
2019,9,NaN,0.170907004800932,0.5625,3.24843360515483,0.5625,3.41934060995577,NaN,13.5703506299721,0.416666666666667,-13.4142974583333,-13.4142974583333,0,86.4981870833333,86.4981870833333,0,10.9168125,10.9168125,0,80.5495833333333,2.66743064583333,2.66743064583333,0,0.2,6.47,6.47,5.641462,5.641462,NaN,NaN
2019,10,NaN,0.0966548488984617,1.08333333333333,2.70212030267304,1.08333333333333,2.7987751515715,NaN,7.75449494442337,1.08333333333333,3.57117025,3.57117025,0,54.4479870208333,54.4479870208333,0,3.97097916666667,3.97097916666667,0,93.875,0.4985503125,0.4985503125,0,0.4,2.562,2.562,0.710821,0.710821,NaN,NaN
2019,11,NaN,1.1092782760287,0.75,1.60866329719103,0.75,2.71794157321974,NaN,8.141472478994,0.708333333333333,-2.007899625,-2.007899625,0,42.9623030833333,42.9623030833333,0,3.3610625,3.3610625,0,88.5752083333333,0.965948854166667,0.965948854166667,0,0.9,-1.541,-1.541,2.702629,2.702629,NaN,NaN
2019,12,NaN,-1.01859106220098,0.666666666666667,3.68705184266247,0.666666666666667,2.66846078046149,NaN,15.0873081561762,0.604166666666667,7.97143177083333,7.97143177083333,0,107.816016520833,107.816016520833,0,4.30097916666667,4.30097916666667,0,88.7420833333333,1.0299495,1.0299495,0,0.1,0.384,0.384,2.930762,2.930762,NaN,NaN
2019,13,NaN,-0.352427239662508,0.958333333333333,2.7354841790161,0.958333333333333,2.38305693935359,NaN,15.2069588448228,0.895833333333333,NaN,6.90466622083333,0.0416666666666667,99.3263940833333,99.3263940833333,0,NaN,2.95440374387255,0.0416666666666667,88.9702083333333,NaN,1.0665047465625,0.0416666666666667,0.2,NaN,-3.973,NaN,3.478424,NaN,NaN
2019,14,NaN,1.52363692689786,1,0.761641193421764,1,2.28527812031963,NaN,8.69522853781058,1,-4.188271875,-4.188271875,0,34.6852338333333,34.6852338333333,0,3.4855,3.4855,0,87.7372916666667,1.05946345833333,1.05946345833333,0,3.2,-1.428,-1.428,2.400458,2.400458,NaN,NaN
2019,15,NaN,1.98736415220073,0.958333333333333,0.40459853879122,0.958333333333333,2.39196269099195,NaN,9.39016191236025,0.958333333333333,-4.75765658333333,-4.75765658333333,0,17.6372217708333,17.6372217708333,0,6.4586875,6.4586875,0,87.3145833333333,1.23592210416667,1.23592210416667,0,22.7,5.025,5.025,2.061681,2.061681,NaN,NaN
2019,16,NaN,1.84191488885379,0.604166666666667,0.628431854174664,0.604166666666667,2.47034674302845,NaN,9.85499715598306,0.604166666666667,NaN,-37.8099019758333,0.0208333333333333,16.1493498541667,16.1493498541667,0,9.54685416666667,9.54685416666667,0,84.5725,1.8703698125,1.8703698125,0,33.6,7.55,7.55,3.039587,3.039587,NaN,NaN
2019,17,NaN,-0.849467377349917,0.395833333333333,3.49238216076204,0.395833333333333,2.64291478341213,NaN,31.1481999782895,0.166666666666667,-30.8040583333333,-30.8040583333333,0,62.2780695416667,62.2780695416667,0,12.15875,12.15875,0,73.3058333333333,3.85100691666667,3.85100691666667,0,4.6,9.61,9.61,6.29547,6.29547,NaN,NaN
2019,18,NaN,-1.31355935800994,0.666666666666667,3.89698218072404,0.666666666666667,2.5834228227141,NaN,17.952735771186,0.0833333333333333,2.51142564583333,2.51142564583333,0,86.5607026666667,86.5607026666667,0,10.626625,10.626625,0,81.6408333333333,2.51273429166667,2.51273429166667,0,0.1,7.61,7.61,5.3588,5.3588,NaN,NaN
2019,19,NaN,-1.48977798043958,0.75,4.13831274293585,0.75,2.64853476249627,NaN,24.4894743040326,0.583333333333333,NaN,7.87048484895833,0.0208333333333333,122.452488145833,122.452488145833,0,10.7247916666667,10.7247916666667,0,85.5060416666667,2.11280189583333,2.11280189583333,0,1.4,7.259,7.259,5.667885,5.667885,NaN,NaN
2019,20,NaN,-0.250421411130822,0.5625,2.83072649943357,0.5625,2.58030508830275,NaN,31.0064448862237,0.458333333333333,-20.9601641666667,-20.9601641666667,0,77.6006501458333,77.6006501458333,0,9.8685,9.8685,0,82.2252083333333,2.25940779166667,2.25940779166667,0,1.9,7.555,7.555,4.508464,4.508464,NaN,NaN
2019,21,NaN,-1.56424510166569,0.208333333333333,4.00718360756016,0.208333333333333,2.44293850589447,NaN,47.6478450569728,0.0208333333333333,-13.1542865,-13.1542865,0,145.442610645833,145.442610645833,0,9.2924375,9.2924375,0,70.3710416666667,3.70270575,3.70270575,0,0,4.916,4.916,7.309157,7.309157,NaN,NaN
2019,22,NaN,-0.621629726865694,0.25,3.11985612359684,0.25,2.49822639673115,NaN,53.3360470960827,0.0625,-16.2622710416667,-16.2622710416667,0,147.657226791667,147.657226791667,0,9.81904166666667,9.81904166666667,0,55.8658333333333,5.72191875,5.72191875,0,0,4.483,4.483,11.591413,11.591413,NaN,NaN
2019,23,NaN,-0.935247222007425,1,3.21532440856578,1,2.28007718655836,NaN,29.5577121422903,0.625,18.5819588125,18.5819588125,0,143.134221041667,143.134221041667,0,6.45679166666667,6.45679166666667,0,80.3945833333333,2.368978875,2.368978875,0,0,0.022,0.022,8.17387,8.17387,21.3761682762208,0.580088544093751
2019,24,NaN,-1.23365773413865,1.08333333333333,3.55894070411581,1.08333333333333,2.32528296997716,NaN,28.9730854247715,0.875,NaN,13.4328714773209,0.0625,148.374593645833,148.374593645833,0,6.4535625,6.4535625,0,81.5897916666667,2.28601302083333,2.28601302083333,0,0.2,-0.224,-0.224,7.266687,7.266687,NaN,NaN
2019,25,NaN,-1.36552554379913,1.20833333333333,3.70677826854423,1.20833333333333,2.3412527247451,NaN,27.8875946811825,1.1875,NaN,7.19771853199405,0.0208333333333333,147.4899975,147.4899975,0,6.09629166666667,6.09629166666667,0,81.890625,2.32300077083333,2.32300077083333,0,0.2,-1.058,-1.058,8.198374,8.198374,NaN,NaN
2019,26,NaN,-1.78655350867773,0.895833333333333,4.22642519277865,0.895833333333333,2.43987168410092,NaN,15.4196209011731,0.791666666666667,NaN,4.9490192421875,0.0208333333333333,101.972368104167,101.972368104167,0,6.70958333333333,6.70958333333333,0,84.7047916666667,1.727357875,1.727357875,0,0.1,0.457,0.457,4.683435,4.683435,NaN,NaN
2019,27,NaN,-1.47952667359501,1.14583333333333,4.07990800659872,1.14583333333333,2.60038133300371,NaN,25.3104747680664,0.895833333333333,NaN,12.4455865963542,0.0208333333333333,130.510752708333,130.510752708333,0,8.02502083333333,8.02502083333333,0,81.566875,2.39219879166667,2.39219879166667,0,0.2,3.216,3.216,7.050831,7.050831,NaN,NaN
2019,28,NaN,-1.77716767584592,0.958333333333333,4.45340989080259,0.958333333333333,2.67624221495667,NaN,17.6296892872356,0.875,NaN,3.43155254631783,0.0208333333333333,84.0069392291667,84.0069392291667,0,8.3390625,8.3390625,0,84.5708333333333,1.914836625,1.914836625,0,0,3.883,3.883,5.152581,5.152581,NaN,NaN
2019,29,NaN,-1.12764716804595,0.770833333333333,3.96271070483967,0.770833333333333,2.83506353679372,NaN,25.2637860612918,0.75,NaN,5.21086492120577,0.0208333333333333,126.784821229167,126.784821229167,0,9.57277083333333,9.57277083333333,0,82.4183333333333,2.53190033333333,2.53190033333333,0,0.1,4.315,4.315,7.635974,7.635974,34.7428039736071,0.390179898699139
2019,30,NaN,-1.25531604988935,0.854166666666667,4.01688281805568,0.854166666666667,2.76156676816633,NaN,25.7197733040155,0.833333333333333,8.90240395833333,8.90240395833333,0,124.740560125,124.740560125,0,8.19570833333333,8.19570833333333,0,87.56875,1.51970183333333,1.51970183333333,0,0.1,3.713,3.713,4.527844,4.527844,NaN,NaN
2019,31,NaN,-1.86290717698395,0.708333333333333,4.8487533169933,0.708333333333333,2.98584614000936,NaN,34.8192109199304,0.625,13.0264525416667,13.0264525416667,0,128.144536145833,128.144536145833,0,10.0948333333333,10.0948333333333,0,84.2385416666667,2.1464765625,2.1464765625,0,0.7,6.127,6.127,5.158568,5.158568,NaN,NaN
2019,32,NaN,-0.402955798182191,0.770833333333333,3.25464310185978,0.770833333333333,2.85168730367759,NaN,16.8997068045198,0.770833333333333,NaN,-12.2612578156362,0.0208333333333333,55.8999125,55.8999125,0,8.11275,8.11275,0,87.595,1.4261253125,1.4261253125,0,12.6,4.938,4.938,3.029479,3.029479,NaN,NaN
