Year,DoY,NEE,NEE_f,NEE_fqc,GPP_f,GPP_fqc,Reco_f,LE,LE_f,LE_fqc,H,H_f,H_fqc,Rg,Rg_f,Rg_fqc,Tair,Tair_f,Tair_fqc,rH,VPD,VPD_f,VPD_fqc,P,Tmin,Tmin_f,VPDmax,VPDmax_f,iWUE,Gs
2010,1,NaN,0.605686191428572,3,0.460330844066749,3,1.06601703549532,NaN,14.8064658196549,3,NaN,11.2180645652958,3,NaN,84.7394416357948,3,NaN,1.91191181492119,3,NaN,NaN,1.06943948400788,3,NaN,NaN,-0.7815,NaN,3.80149719815715,NaN,NaN
2010,2,NaN,0.516674708571429,3,0.515330984359769,3,1.0320056929312,NaN,13.6897522930195,3,NaN,11.6195901941808,3,NaN,65.3270220861462,3,NaN,1.33080911028337,3,NaN,NaN,0.761883888357132,3,NaN,NaN,-0.576333333333333,NaN,2.64590127733849,NaN,NaN
2010,3,NaN,0.540988827332668,3,0.492730430057703,3,1.03371925739037,NaN,14.6532895719443,3,NaN,12.0256488562653,3,NaN,66.2477941178085,3,NaN,1.36053925561908,3,NaN,NaN,0.694589805234132,3,NaN,NaN,-0.6114,NaN,2.49140001304434,NaN,NaN
2010,4,NaN,0.368658161508492,3,0.670648294419808,3,1.0393064559283,NaN,12.8612990554883,3,NaN,15.3645337271997,3,NaN,71.8732155386645,3,NaN,1.4559527719096,3,NaN,NaN,0.807797168438784,3,NaN,NaN,-0.616,NaN,2.81288004604785,NaN,NaN
2010,5,NaN,0.579086889140859,3,0.455149053358831,3,1.03423594249969,NaN,11.7658112903823,3,NaN,15.5206509628251,3,NaN,75.2850976214686,3,NaN,1.36574357534654,3,NaN,NaN,0.841078757727764,3,NaN,NaN,-0.804666666666667,NaN,2.81288004604785,NaN,NaN
2010,6,NaN,0.579086889140859,3,0.443509807290555,3,1.02259669643141,NaN,11.6752780562553,3,NaN,15.5303662406029,3,NaN,73.2649217516075,3,NaN,1.16091873612924,3,NaN,NaN,0.738267600628441,3,NaN,NaN,-0.804666666666667,NaN,2.81288004604785,NaN,NaN
2010,7,NaN,0.882314008831169,3,0.136471583016865,3,1.01878559184803,NaN,4.04671628036316,3,NaN,1.38003115079365,3,NaN,39.7347789434524,3,NaN,1.1066802827381,3,NaN,NaN,0.364156638953888,3,NaN,NaN,-0.9726,NaN,1.21381951272847,NaN,NaN
2010,8,NaN,0.605686191428572,3,0.460330844066749,3,1.06601703549532,NaN,14.8064658196549,3,NaN,11.2180645652958,3,NaN,84.7394416357948,3,NaN,1.91191181492119,3,NaN,NaN,1.06943948400788,3,NaN,NaN,-0.7815,NaN,3.80149719815715,NaN,NaN
2010,9,NaN,0.516674708571429,3,0.515330984359769,3,1.0320056929312,NaN,13.6897522930195,3,NaN,11.6195901941808,3,NaN,65.3270220861462,3,NaN,1.33080911028337,3,NaN,NaN,0.761883888357132,3,NaN,NaN,-0.576333333333333,NaN,2.64590127733849,NaN,NaN
2010,10,NaN,0.540988827332668,3,0.492730430057703,3,1.03371925739037,NaN,14.6532895719443,3,NaN,12.0256488562653,3,NaN,66.2477941178085,3,NaN,1.36053925561908,3,NaN,NaN,0.694589805234132,3,NaN,NaN,-0.6114,NaN,2.49140001304434,NaN,NaN
2010,11,NaN,0.368658161508492,3,0.670648294419808,3,1.0393064559283,NaN,12.8612990554883,3,NaN,15.3645337271997,3,NaN,71.8732155386645,3,NaN,1.4559527719096,3,NaN,NaN,0.807797168438784,3,NaN,NaN,-0.616,NaN,2.81288004604785,NaN,NaN
2010,12,NaN,0.579086889140859,3,0.455149053358831,3,1.03423594249969,NaN,11.7658112903823,3,NaN,15.5206509628251,3,NaN,75.2850976214686,3,NaN,1.36574357534654,3,NaN,NaN,0.841078757727764,3,NaN,NaN,-0.804666666666667,NaN,2.81288004604785,NaN,NaN
2010,13,NaN,0.579086889140859,3,0.443509807290555,3,1.02259669643141,NaN,11.6752780562553,3,NaN,15.5303662406029,3,NaN,73.2649217516075,3,NaN,1.16091873612924,3,NaN,NaN,0.738267600628441,3,NaN,NaN,-0.804666666666667,NaN,2.81288004604785,NaN,NaN
2010,14,NaN,0.882314008831169,3,0.136471583016865,3,1.01878559184803,NaN,4.04671628036316,3,NaN,1.38003115079365,3,NaN,39.7347789434524,3,NaN,1.1066802827381,3,NaN,NaN,0.364156638953888,3,NaN,NaN,-0.9726,NaN,1.21381951272847,NaN,NaN
2010,15,NaN,0.605686191428572,3,0.460330844066749,3,1.06601703549532,NaN,14.8064658196549,3,NaN,11.2180645652958,3,NaN,84.7394416357948,3,NaN,1.91191181492119,3,NaN,NaN,1.06943948400788,3,NaN,NaN,-0.7815,NaN,3.80149719815715,NaN,NaN
2010,16,NaN,0.516674708571429,3,0.515330984359769,3,1.0320056929312,NaN,13.6897522930195,3,NaN,11.6195901941808,3,NaN,65.3270220861462,3,NaN,1.33080911028337,3,NaN,NaN,0.761883888357132,3,NaN,NaN,-0.576333333333333,NaN,2.64590127733849,NaN,NaN
2010,17,NaN,0.540988827332668,3,0.492730430057703,3,1.03371925739037,NaN,14.6532895719443,3,NaN,12.0256488562653,3,NaN,66.2477941178085,3,NaN,1.36053925561908,3,NaN,NaN,0.694589805234132,3,NaN,NaN,-0.6114,NaN,2.49140001304434,NaN,NaN
2010,18,NaN,0.368658161508492,3,0.670648294419808,3,1.0393064559283,NaN,12.8612990554883,3,NaN,15.3645337271997,3,NaN,71.8732155386645,3,NaN,1.4559527719096,3,NaN,NaN,0.807797168438784,3,NaN,NaN,-0.616,NaN,2.81288004604785,NaN,NaN
2010,19,NaN,0.579086889140859,3,0.455149053358831,3,1.03423594249969,NaN,11.7658112903823,3,NaN,15.5206509628251,3,NaN,75.2850976214686,3,NaN,1.36574357534654,3,NaN,NaN,0.841078757727764,3,NaN,NaN,-0.804666666666667,NaN,2.81288004604785,NaN,NaN
2010,20,NaN,0.579086889140859,3,0.443509807290555,3,1.02259669643141,NaN,11.6752780562553,3,NaN,15.5303662406029,3,NaN,73.2649217516075,3,NaN,1.16091873612924,3,NaN,NaN,0.738267600628441,3,NaN,NaN,-0.804666666666667,NaN,2.81288004604785,NaN,NaN
2010,21,NaN,0.882314008831169,3,0.136471583016865,3,1.01878559184803,NaN,4.04671628036316,3,NaN,1.38003115079365,3,NaN,39.7347789434524,3,NaN,1.1066802827381,3,NaN,NaN,0.364156638953888,3,NaN,NaN,-0.9726,NaN,1.21381951272847,NaN,NaN
2010,22,NaN,0.605686191428572,3,0.460330844066749,3,1.06601703549532,NaN,14.8064658196549,3,NaN,11.2180645652958,3,NaN,84.7394416357948,3,NaN,1.91191181492119,3,NaN,NaN,1.06943948400788,3,NaN,NaN,-0.7815,NaN,3.80149719815715,NaN,NaN
