"Year","DoY","NEE","NEE_f","NEE_fqc","GPP_f","GPP_fqc","Reco_f","LE","LE_f","LE_fqc","H","H_f","H_fqc","Rg","Rg_f","Rg_fqc","Tair","Tair_f","Tair_fqc","rH","VPD","VPD_f","VPD_fqc","P","Tmin","Tmin_f","VPDmax","VPDmax_f"
2007,1,NA,0.31107517120034,3,-0.142595689348696,3,0.168479481851644,NA,15.4535905239527,3,NA,12.1483201699735,3,NA,152.194665348245,3,-6.506135625,-6.506135625,0,86.9175979166667,2.06514925,2.06514925,0,NA,-14.37,-14.37,41.483745,41.483745
2007,2,NA,0.174442252221429,3,-0.0348946436832888,3,0.13954760853814,NA,11.5263941037683,3,NA,20.4570779910714,3,NA,146.478658790807,3,-5.97958333333333,-5.97958333333333,0,86.4503541666667,0.5690941875,0.5690941875,0,0,-9.67,-9.67,2.669403,2.669403
2007,3,NA,0.171750899835141,3,-0.0487870549173791,3,0.122963844917762,NA,11.9076033410431,3,NA,21.1061506717935,3,NA,140.327865480114,3,-7.11872916666667,-7.11872916666667,0,87.9309166666667,0.483817416666667,0.483817416666667,0,0,-12.26,-12.26,1.740961,1.740961
2007,4,NA,0.155513012442245,3,0.0717463294570375,3,0.227259341899282,NA,13.2726876329413,3,NA,13.6438603006357,3,NA,135.993945273239,3,-1.98041666666667,-1.98041666666667,0,72.64575,1.8220363125,1.8220363125,0,0,-11,-11,5.431695,5.431695
2007,5,NA,0.156903667805016,3,0.193583434797498,3,0.350487102602514,NA,14.1043590536056,3,NA,11.4501938765218,3,NA,137.801300507554,3,3.52416666666667,3.52416666666667,0,63.1226875,3.184516125,3.184516125,0,0.956,-2.04,-2.04,7.740698,7.740698
2007,6,NA,0.287547401601709,2.45833333333333,-0.0906874430374628,2.45833333333333,0.196859958564246,NA,15.6835557690731,2.45833333333333,NA,10.6488003754274,2.45833333333333,NA,149.823554716774,2.47916666666667,-2.82979166666667,-2.82979166666667,0,79.4191041666667,1.06365022916667,1.06365022916667,0,0.319,-6.66,-6.66,2.249349,2.249349
2007,7,NA,0.277310562696,2,-0.0951487358145105,2,0.182161826881489,NA,13.9442377218229,2,NA,18.1009559444444,2,NA,150.248443401389,2,-3.83166666666667,-3.83166666666667,0,61.3909375,2.0503293125,2.0503293125,0,0.106,-8.22,-8.22,4.718887,4.718887
2007,8,NA,0.276062017896,0.9375,-0.0413783051979653,0.9375,0.234683712698035,NA,13.8894789790979,0.9375,NA,17.8966799722222,0.9375,NA,150.522287151389,0.979166666666667,-1.46375,-1.46375,0,57.1197291666667,2.74622585416667,2.74622585416667,0,0,-7.74,-7.74,6.340013,6.340013
2007,9,0.0646621272,0.0727214205815385,0.0416666666666667,0.108903641529185,0.0416666666666667,0.181625062110723,NA,9.2467251043125,0.0208333333333333,22.6399094166667,22.6399094166667,0,143.1045243125,143.1045243125,0,-0.646041666666667,-0.646041666666667,0,67.7949166666667,2.04239597916667,2.04239597916667,0,0,-5.86,-5.86,4.990798,4.990798
2007,10,NA,0.114825140199894,0.395833333333333,0.0348967967487754,0.395833333333333,0.14972193694867,NA,12.0433306510486,0.0416666666666667,20.9753679166667,20.9753679166667,0,NA,127.583078110127,0.5,0.993333333333333,0.993333333333333,0,65.0303541666667,2.59211160416667,2.59211160416667,0,0,-5.82,-5.82,6.928993,6.928993
2007,11,NA,0.159194376,0.0625,0.0971245592467482,0.0625,0.256318935246748,NA,17.2482791752331,0.125,-5.03301,-5.03301,0,NA,121.845751138889,0.333333333333333,8.285625,8.285625,0,58.7602708333333,4.81006447916667,4.81006447916667,0,0,2.73,2.73,9.256004,9.256004
2007,12,NA,0.1531971864,0.0208333333333333,0.115415989331932,0.0208333333333333,0.268613175731932,NA,17.2460634596302,0.0416666666666667,5.504875,5.504875,0,NA,147.155834197917,0.833333333333333,8.809375,8.809375,0,62.8727916666667,4.37698504166667,4.37698504166667,0,0,6.02,6.02,8.385089,8.385089
2007,13,0.2201761872,0.2201761872,0,0.0404643724553847,0,0.260640559655385,16.5229463116667,16.5229463116667,0,8.94224166666667,8.94224166666667,0,NA,149.962252213651,1.08333333333333,7.6125,7.6125,0,49.7660416666667,5.42850235416667,5.42850235416667,0,0,4.46,4.46,9.041421,9.041421
2007,14,NA,0.526064129034545,0.0625,-0.375781346065282,0.0625,0.150282782969264,9.44746310333333,9.44746310333333,0,24.6415072916667,24.6415072916667,0,NA,166.04544102513,0.854166666666667,-1.716875,-1.716875,0,48.1657083333333,2.8946509375,2.8946509375,0,0,-8.88,-8.88,4.335088,4.335088
2007,15,NA,0.564671586373448,0.104166666666667,-0.468622945865518,0.104166666666667,0.0960486405079298,NA,6.58240670409659,0.0416666666666667,33.8700154166667,33.8700154166667,0,NA,169.819177513574,0.791666666666667,-7.61125,-7.61125,0,59.6126458333333,1.61778685416667,1.61778685416667,0,0,-12.37,-12.37,3.898467,3.898467
2007,16,NA,0.405984372,0.0416666666666667,-0.260991184026868,0.0416666666666667,0.144993187973131,NA,7.18793941506143,0.0208333333333333,31.440123125,31.440123125,0,NA,169.778081396617,0.9375,-5.73958333333333,-5.73958333333333,0,52.7152083333333,2.29164485416667,2.29164485416667,0,0,-12.34,-12.34,5.28497,5.28497
2007,17,0.07553070288,0.0789124507356,0.125,0.167285801770395,0.125,0.246198252505995,6.27860758625,6.27860758625,0,45.2155341666667,45.2155341666667,0,NA,164.511015562548,0.583333333333333,-1.238125,-1.238125,0,59.0863958333333,2.36464808333333,2.36464808333333,0,0,-5.25,-5.25,5.113307,5.113307
2007,18,NA,0.184665905851891,0.208333333333333,0.049447068362512,0.208333333333333,0.234112974214403,3.51015089695833,3.51015089695833,0,10.3721954375,10.3721954375,0,NA,74.3904493570076,0.4375,-1.9625,-1.9625,0,61.6392291666667,2.16019727083333,2.16019727083333,0,0,-6.03,-6.03,3.912691,3.912691
2007,19,NA,0.26502367598024,0.270833333333333,-0.0392441828660483,0.270833333333333,0.225779493114192,NA,4.39787226139045,0.145833333333333,9.792561875,9.792561875,0,NA,39.6782374331124,0.583333333333333,-2.168125,-2.168125,0,73.6429583333333,1.39027439583333,1.39027439583333,0,0,-4.14,-4.14,2.999027,2.999027
2007,20,NA,0.242576977000077,0.708333333333333,0.0189191711331977,0.708333333333333,0.261496148133275,NA,9.35381835516912,0.416666666666667,NA,-1.61767824424521,0.166666666666667,NA,59.7158833472222,0.0416666666666667,-0.599791666666667,-0.599791666666667,0,83.9787083333333,1.04387708333333,1.04387708333333,0,3.828,-3.61,-3.61,2.661891,2.661891
2007,21,0.09236370168,0.09236370168,0,0.183387716482768,0,0.275751418162768,NA,9.06812780477329,0.0625,-2.65841208333333,-2.65841208333333,0,NA,79.3189528432292,0.0208333333333333,0.0641666666666667,0.0641666666666667,0,66.592,2.11368114583333,2.11368114583333,0,0,-2.89,-2.89,3.906428,3.906428
2007,22,NA,0.565769538664688,0.145833333333333,-0.368599094088874,0.145833333333333,0.197170444575814,NA,10.4130289874123,0.208333333333333,12.9789279166667,12.9789279166667,0,NA,75.7350076618056,0.0625,-3.04,-3.04,0,71.7079166666667,1.41854583333333,1.41854583333333,0,0,-5.08,-5.08,2.507818,2.507818
2007,23,NA,0.332436628590205,0.0625,-0.139607643122353,0.0625,0.192828985467851,NA,14.0964287042812,0.0208333333333333,26.1536372916667,26.1536372916667,0,NA,171.281863575,0.0416666666666667,-2.78645833333333,-2.78645833333333,0,NA,2.05373758333333,2.05373758333333,0,0,-9.92,-9.92,5.414019,5.414019
2007,24,NA,0.20375232048,0.0208333333333333,0.025789215220085,0.0208333333333333,0.229541535700085,NA,16.9812703051827,0.0416666666666667,27.5993090208333,27.5993090208333,0,NA,174.151855083333,0.0416666666666667,0.151875,0.151875,0,61.0564791666667,2.84866091666667,2.84866091666667,0,0,-7.68,-7.68,7.107322,7.107322
2007,25,NA,0.0988791813103625,0.0416666666666667,0.118342352628697,0.0416666666666667,0.21722153393906,13.1490724536042,13.1490724536042,0,30.0737225,30.0737225,0,NA,175.753497583333,0.0416666666666667,0.935625,0.935625,0,63.5913125,2.80125870833333,2.80125870833333,0,0,-5.46,-5.46,7.466325,7.466325
2007,26,NA,0.142053162783195,0.104166666666667,0.0252976015886591,0.104166666666667,0.167350764371854,6.640013603375,6.640013603375,0,17.2325667916667,17.2325667916667,0,NA,103.091967284722,0.0625,-0.154375,-0.154375,0,81.2224166666667,1.16052797916667,1.16052797916667,0,0,-4.19,-4.19,2.835736,2.835736
2007,27,NA,0.127430142738149,0.208333333333333,0.0288411048327536,0.208333333333333,0.156271247570902,NA,14.2333019691887,0.166666666666667,21.4215620833333,21.4215620833333,0,NA,141.423519557292,0.0208333333333333,0.799166666666667,0.799166666666667,0,76.4819583333333,1.97174297916667,1.97174297916667,0,0,-6.59,-6.59,6.728793,6.728793
2007,28,NA,0.0978869719196744,0.104166666666667,0.0458062407039293,0.104166666666667,0.143693212623604,NA,12.0757744485,0.0416666666666667,38.398554375,38.398554375,0,NA,170.5726123875,0.0208333333333333,2.321875,2.321875,0,64.4526666666667,2.99868020833333,2.99868020833333,0,0,-4.96,-4.96,7.781653,7.781653
2007,29,NA,0.0711097057721387,0.125,0.0517519369273043,0.125,0.122861642699443,9.30685445979167,9.30685445979167,0,27.768475875,27.768475875,0,NA,157.477173602778,0.0416666666666667,2.91541666666667,2.91541666666667,0,63.0699166666667,3.21157575,3.21157575,0,0,-2.16,-2.16,8.376317,8.376317
2007,30,NA,0.0861019343038416,0.333333333333333,0.0158880396546215,0.333333333333333,0.101989973958463,NA,14.4618475302099,0.166666666666667,20.5328039583333,20.5328039583333,0,NA,89.4033743402778,0.0416666666666667,0.835833333333333,0.835833333333333,0,80.962125,1.25622439583333,1.25622439583333,0,1.062,-5.97,-5.97,4.158712,4.158712
2007,31,NA,0.0329010279181493,0.270833333333333,0.0913735490305177,0.270833333333333,0.124274576948667,NA,17.9985724258938,0.125,11.7451666666667,11.7451666666667,0,NA,97.5082901041667,0.0208333333333333,3.393125,3.393125,0,71.6461666666667,2.40099364583333,2.40099364583333,0,0.212,0.4,0.4,6.845814,6.845814
2007,32,NA,0.076434177492973,0.0208333333333333,0.0243818929136247,0.0208333333333333,0.100816070406598,7.65414493354167,7.65414493354167,0,13.4457854166667,13.4457854166667,0,NA,74.970299,0.0208333333333333,0.858541666666667,0.858541666666667,0,57.6308541666667,2.8488216875,2.8488216875,0,0,-3.49,-3.49,4.984309,4.984309
2007,33,NA,0.362229149699145,0.0416666666666667,-0.289745306808308,0.0416666666666667,0.0724838428908369,NA,8.65175910644408,0.0625,38.2981183333333,38.2981183333333,0,NA,190.690701275,0.0208333333333333,-2.78208333333333,-2.78208333333333,0,51.5774583333333,2.7307935,2.7307935,0,0,-8.21,-8.21,6.307476,6.307476
2007,34,NA,0.239338345381463,0.0208333333333333,-0.167596288240911,0.0208333333333333,0.0717420571405526,NA,7.78498969470285,0.0208333333333333,41.41322375,41.41322375,0,NA,192.269856520833,0.0208333333333333,-1.13875,-1.13875,0,50.6631041666667,3.41478570833333,3.41478570833333,0,0,-10.48,-10.48,8.155883,8.155883
2007,35,NA,0.200098578432,0.0208333333333333,-0.130847937791397,0.0208333333333333,0.0692506406406029,NA,6.83807527258333,0.0416666666666667,29.2760160416667,29.2760160416667,0,NA,194.8299440625,0.0208333333333333,2.28895833333333,2.28895833333333,0,37.0308125,5.3523459375,5.3523459375,0,0,-5.88,-5.88,11.378631,11.378631
2007,36,0.15349654872,0.160827906536802,0.0833333333333333,-0.108736808191064,0.0833333333333333,0.0520910983457382,NA,6.38759030302841,0.0625,38.3158664375,38.3158664375,0,NA,192.276641804167,0.0208333333333333,4.98458333333333,4.98458333333333,0,48.700125,5.04935425,5.04935425,0,0,-3.47,-3.47,11.56149,11.56149
2007,37,0.02984179104,0.0197581427377582,0.0833333333333333,0.0110509727839744,0.0833333333333333,0.0308091155217327,NA,7.58516531237413,0.0625,40.7579894791667,40.7579894791667,0,NA,197.060759675,0.0208333333333333,6.48333333333333,6.48333333333333,0,55.0155208333333,5.28769341666667,5.28769341666667,0,0,-1.71,-1.71,14.68347,14.68347
