"Year","DoY","NEE","NEE_f","NEE_fqc","GPP_f","GPP_fqc","Reco_f","LE","LE_f","LE_fqc","H","H_f","H_fqc","Rg","Rg_f","Rg_fqc","Tair","Tair_f","Tair_fqc","rH","VPD","VPD_f","VPD_fqc","P","Tmin","Tmin_f","VPDmax","VPDmax_f"
2017,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,321,NA,-0.333468551526791,0.270833333333333,1.59287215792875,0.270833333333333,1.25940360640196,NA,14.5495498853308,0.208333333333333,NA,11.753766728746,0.3125,NA,114.790969476139,0.0416666666666667,5.76756604314583,5.76756604314583,0,NA,NA,3.89920442830004,0.0416666666666667,0,1.375164883,1.375164883,NA,10.5141214957893
2017,322,NA,-0.132816266912477,0.1875,1.38057355717496,0.1875,1.24775729026249,NA,7.62042937133797,0.270833333333333,NA,8.41692970406317,0.145833333333333,88.2697425876875,88.2697425876875,0,5.22810762539583,5.22810762539583,0,73.9238354158333,2.61522532351356,2.61522532351356,0,0,0.118948167,0.118948167,7.4262758719241,7.4262758719241
2017,323,NA,0.176885155618572,0.3125,1.00145030117333,0.3125,1.17833545679191,NA,9.75238347334368,0.333333333333333,NA,-5.89606890646286,0.1875,46.4509181161875,46.4509181161875,0,4.34966454752083,4.34966454752083,0,70.7908598952083,2.91313256047336,2.91313256047336,0,0,-2.7273935,-2.7273935,7.46337277476757,7.46337277476757
2017,324,NA,1.19234427894369,0.354166666666667,0.623792106138568,0.354166666666667,1.81613638508226,NA,21.4612378645926,0.291666666666667,NA,-11.2116957380712,0.270833333333333,64.5515532163958,64.5515532163958,0,8.75010425370833,8.75010425370833,0,75.2547672229167,2.89203964460496,2.89203964460496,0,2.794,4.7797685,4.7797685,6.69472349987096,6.69472349987096
2017,325,NA,0.913084612382518,0.729166666666667,0.173194044543762,0.729166666666667,1.08627865692628,NA,3.53464451311982,0.541666666666667,NA,-5.28045589619358,0.604166666666667,12.3864015425417,12.3864015425417,0,4.1862680919375,4.1862680919375,0,91.23098270875,0.712426356090161,0.712426356090161,0,4.318,-0.237663468,-0.237663468,1.50885512499449,1.50885512499449
2017,326,NA,0.850461972482547,0.479166666666667,0.707787780190993,0.479166666666667,1.55824975267354,NA,10.2406192835969,0.208333333333333,NA,-1.30221971282884,0.25,30.0395942329792,30.0395942329792,0,7.2432139860625,7.2432139860625,0,90.9775340277083,0.943122564604439,0.943122564604439,0,0.254,5.511252667,5.511252667,1.83204021103845,1.83204021103845
2017,327,NA,1.35602985338972,0.1875,1.3261310662166,0.1875,2.68216091960632,NA,23.6774658178353,0.229166666666667,NA,-8.81254729657343,0.145833333333333,65.2585349886042,65.2585349886042,0,11.8525377950833,11.8525377950833,0,72.38513236125,4.69408207816443,4.69408207816443,0,0,5.149477167,5.149477167,12.6476893321477,12.6476893321477
2017,328,NA,0.460743276093626,0.333333333333333,1.04407685067039,0.333333333333333,1.50482012676401,NA,9.33200565401985,0.25,NA,11.8581600949877,0.25,86.1011089514583,86.1011089514583,0,5.9075559079375,5.9075559079375,0,73.9234523960417,3.0225014296064,3.0225014296064,0,0,-0.207947613,-0.207947613,9.58022935899734,9.58022935899734
2017,329,NA,0.946170835838209,0.395833333333333,0.180584898506006,0.395833333333333,1.12675573434421,NA,5.3200350008157,0.1875,NA,2.78638231722873,0.229166666666667,43.3553666363333,43.3553666363333,0,3.23610656197917,3.23610656197917,0,86.1287671533333,1.21119198929632,1.21119198929632,0,0.254,-3.420492667,-3.420492667,3.30448777228935,3.30448777228935
2017,330,NA,1.05429223395334,0.520833333333333,0.520031192728224,0.520833333333333,1.57432342668157,NA,7.36597538769867,0.416666666666667,NA,-2.25185075257625,0.416666666666667,26.0691694158958,26.0691694158958,0,5.53433298889583,5.53433298889583,0,89.5848839927083,0.9790448021942,0.9790448021942,0,0.508,0.412551335,0.412551335,1.92548402310284,1.92548402310284
2017,331,NA,0.331264997280055,0.333333333333333,1.37836101108182,0.333333333333333,1.70962600836188,NA,11.0631641524018,0.208333333333333,NA,3.70580671090165,0.208333333333333,82.7587035816667,82.7587035816667,0,4.86782183841667,4.86782183841667,0,74.8148066325,2.68546506518871,2.68546506518871,0,0,0.078876608,0.078876608,8.81422188340839,8.81422188340839
2017,332,NA,0.604488096732701,0.416666666666667,1.00426837682406,0.416666666666667,1.60875647355676,NA,3.6942223942718,0.333333333333333,NA,-3.98590139611621,0.333333333333333,19.8276877071667,19.8276877071667,0,4.02063160041667,4.02063160041667,0,82.5368263885417,1.51040594696279,1.51040594696279,0,1.27,1.382792667,1.382792667,3.45125670645677,3.45125670645677
2017,333,NA,1.19772585144468,0.4375,0.279326542391256,0.4375,1.47705239383593,NA,5.38299767288005,0.25,NA,-0.768245207015047,0.270833333333333,58.1419174184792,58.1419174184792,0,2.12571088558333,2.12571088558333,0,85.9367026391667,1.24317045860573,1.24317045860573,0,0.254,-2.8292765,-2.8292765,5.12850739306807,5.12850739306807
2017,334,NA,0.897554644261353,0.5,0.347913176178309,0.5,1.24546782043966,NA,2.48845346976258,0.270833333333333,NA,-1.51603582462042,0.229166666666667,16.3617538266042,16.3617538266042,0,1.49001648208333,1.49001648208333,0,90.632126874375,0.655606019851074,0.655606019851074,0,0,-1.098936083,-1.098936083,1.21545430004509,1.21545430004509
2017,335,NA,0.855706316726614,0.229166666666667,0.23023607225592,0.229166666666667,1.08594238898253,NA,4.32860248551185,0.0833333333333333,NA,2.024707179959,0.125,12.000047291,12.000047291,0,0.668662195020833,0.668662195020833,0,94.7899719091667,0.336535515721842,0.336535515721842,0,0,-3.792483333,-3.792483333,0.63356721186818,0.63356721186818
2017,336,NA,0.458513670340188,0.333333333333333,0.820530009560826,0.333333333333333,1.27904367990101,NA,6.20912985707721,0.145833333333333,NA,6.73674666874174,0.166666666666667,32.5166013768125,32.5166013768125,0,2.03014113175,2.03014113175,0,93.7119628464583,0.479116695210537,0.479116695210537,0,0.254,-0.065952833,-0.065952833,1.68481112784384,1.68481112784384
2017,337,NA,0.241112324129458,0.395833333333333,1.17492718476672,0.395833333333333,1.41603950889617,NA,8.29351370444751,0.270833333333333,NA,7.25714880183035,0.208333333333333,61.7964464420208,61.7964464420208,0,2.65109210164583,2.65109210164583,0,81.94436232625,1.70842016480005,1.70842016480005,0,0,-2.8953355,-2.8953355,7.36806949508916,7.36806949508916
2017,338,NA,0.587381066640552,0.375,0.346786621630373,0.375,0.934167688270925,NA,6.81025999637073,0.291666666666667,NA,10.019307889,0.270833333333333,72.9597768129792,72.9597768129792,0,0.0490031992083333,0.0490031992083333,0,78.727957881875,1.58285514772723,1.58285514772723,0,0,-3.961189333,-3.961189333,5.99013647871837,5.99013647871837
2017,339,NA,0.279834346068695,0.604166666666667,0.449437554295552,0.604166666666667,0.729271900364248,NA,4.95813604400647,0.479166666666667,NA,14.3522031632995,0.416666666666667,75.0201044865208,75.0201044865208,0,-1.17329799289583,-1.17329799289583,0,84.44856194375,1.09522196121967,1.09522196121967,0,0,-6.529311167,-6.529311167,4.5425689077846,4.5425689077846
2017,340,NA,0.961742508754336,0.645833333333333,-0.355658461378225,0.645833333333333,0.606084047376111,NA,4.44973856693811,0.6875,NA,8.67024996612348,0.5625,71.301352616375,71.301352616375,0,-1.81880346708333,-1.81880346708333,0,87.2892240277083,0.863061854527607,0.863061854527607,0,0,-7.163057667,-7.163057667,3.74690465700125,3.74690465700125
2017,341,NA,-0.0291808990332267,0.4375,0.474367364584963,0.4375,0.445186465551737,NA,5.74308256913369,0.4375,NA,5.37571792044031,0.4375,24.6858387021458,24.6858387021458,0,-2.40189607633333,-2.40189607633333,0,NA,NA,NA,NA,0,-4.055555556,-4.055555556,NA,NA
2017,342,NA,0.145575938122218,0.104166666666667,0.38709418469101,0.104166666666667,0.532670122813228,NA,3.3731016586206,0.0208333333333333,2.05400202539583,2.05400202539583,0,13.6987127672083,13.6987127672083,0,-0.6226851851875,-0.6226851851875,0,NA,NA,NA,NA,0,-1.333333333,-1.333333333,NA,NA
2017,343,NA,-0.00395158640700302,0.0625,0.524573359294313,0.0625,0.52062177288731,NA,4.55439609910724,0.0625,NA,0.532920314123841,0.0833333333333333,12.6466956141458,12.6466956141458,0,-0.310185185166667,-0.310185185166667,0,NA,NA,NA,NA,0,-0.944444444,-0.944444444,NA,NA
2017,344,NA,0.112153028920775,0.229166666666667,0.380229890048608,0.229166666666667,0.492382918969383,NA,2.60401017398317,0.0625,NA,0.675697992549032,0.0208333333333333,13.6094203383125,13.6094203383125,0,-0.195601851916667,-0.195601851916667,0,NA,NA,NA,NA,0,-0.944444444,-0.944444444,NA,NA
2017,345,NA,0.259422401267236,0.25,0.221797991648262,0.25,0.481220392915498,NA,2.82074162578301,0.104166666666667,NA,-0.611756089944715,0.0625,11.7328540955,11.7328540955,0,0.1076388889375,0.1076388889375,0,NA,NA,NA,NA,0,-0.833333333,-0.833333333,NA,NA
2017,346,NA,0.200402012635051,0.104166666666667,0.258464801530829,0.104166666666667,0.458866814165881,NA,2.94713662330505,0.0625,NA,-1.08760362772322,0.0833333333333333,9.32164067270833,9.32164067270833,0,-0.1186342593125,-0.1186342593125,0,NA,NA,NA,NA,0,-0.722222222,-0.722222222,NA,NA
2017,347,NA,-0.17932333364766,0.0833333333333333,0.659734268329755,0.0833333333333333,0.480410934682095,NA,4.17142849924582,0.0208333333333333,NA,2.39744700874758,0.166666666666667,28.0321789561875,28.0321789561875,0,0.212384259270833,0.212384259270833,0,NA,NA,NA,NA,0,-0.888888889,-0.888888889,NA,NA
2017,348,NA,0.213767712111839,0.166666666666667,0.280813467970202,0.166666666666667,0.494581180082041,NA,2.57888405730345,0.0833333333333333,NA,0.786683695802271,0.0833333333333333,12.67046455175,12.67046455175,0,0.472800925916667,0.472800925916667,0,NA,NA,NA,NA,0,-0.5,-0.5,NA,NA
2017,349,NA,0.294624274353849,0.291666666666667,0.159032763157071,0.291666666666667,0.45365703751092,NA,3.48952460405412,0.208333333333333,NA,-0.916272841965051,0.229166666666667,13.462025281625,13.462025281625,0,-0.0983796296458333,-0.0983796296458333,0,NA,NA,NA,NA,0.508,-1.444444444,-1.444444444,NA,NA
2017,350,NA,0.390386201823117,0.145833333333333,0.0930350600970165,0.145833333333333,0.483421261920134,NA,3.78949808860733,0.0208333333333333,NA,0.451938586838959,0.104166666666667,11.6163140939583,11.6163140939583,0,0.258680555604167,0.258680555604167,0,NA,NA,NA,NA,0,-0.555555556,-0.555555556,NA,NA
2017,351,NA,0.0831583594816025,0.166666666666667,0.388899648852594,0.166666666666667,0.472058008334196,NA,2.31997233775752,0.145833333333333,NA,2.35528554709742,0.104166666666667,15.5847406771875,15.5847406771875,0,-0.0474537036666667,-0.0474537036666667,0,NA,NA,NA,NA,0,-2.111111111,-2.111111111,NA,NA
2017,352,NA,0.11510517596251,0.1875,0.919901376076817,0.1875,1.03500655203933,NA,9.1714660568537,0.125,NA,0.228242857837931,0.1875,38.9378733034167,38.9378733034167,0,4.93055555560417,4.93055555560417,0,NA,NA,NA,NA,0,-2.666666667,-2.666666667,NA,NA
2017,353,NA,0.21000112707555,0.666666666666667,0.667279997484416,0.666666666666667,0.877281124559967,NA,3.75282114955292,0.625,NA,-3.46912477000383,0.604166666666667,18.5969824027917,18.5969824027917,0,4.3755787036875,4.3755787036875,0,NA,NA,NA,NA,2.794,2.277777778,2.277777778,NA,NA
2017,354,NA,0.344267417022549,0.145833333333333,0.319933678065148,0.145833333333333,0.664201095087697,NA,10.9916550308702,0.270833333333333,NA,-16.2106910298171,0.0833333333333333,37.6665737640208,37.6665737640208,0,1.43807870370833,1.43807870370833,0,NA,NA,NA,NA,0,-3.777777778,-3.777777778,NA,NA
2017,355,NA,-0.155474352680165,0.3125,0.496235475414563,0.3125,0.340761122734398,NA,3.06634846594295,0.229166666666667,NA,-0.98260481004599,0.1875,29.3296161971667,29.3296161971667,0,-3.63078703708333,-3.63078703708333,0,NA,NA,NA,NA,0,-8.055555556,-8.055555556,NA,NA
2017,356,NA,0.0311190189117774,0.229166666666667,0.488335318764199,0.229166666666667,0.519454337675977,NA,3.57197520295545,0.229166666666667,NA,-4.14454424245752,0.0833333333333333,17.8439256678542,17.8439256678542,0,-1.07175925925,-1.07175925925,0,NA,NA,NA,NA,0,-1.833333333,-1.833333333,NA,NA
2017,357,NA,-0.640542562091645,0.125,1.02789259663535,0.125,0.387350034543704,NA,10.1575852813008,1,NA,7.22879582758186,0.125,77.6198872303542,77.6198872303542,0,-3.61574074075,-3.61574074075,0,NA,NA,NA,NA,0,-11.44444444,-11.44444444,NA,NA
2017,358,NA,-0.135499238416344,0.395833333333333,0.30808218469729,0.395833333333333,0.172582946280946,NA,5.0760370909644,0.708333333333333,NA,6.02268621695015,0.270833333333333,34.2877305616042,34.2877305616042,0,-7.83101851825,-7.83101851825,0,NA,NA,NA,NA,0,-13.94444444,-13.94444444,NA,NA
2017,359,NA,0.197429304896827,0.791666666666667,0.0693258536136895,0.791666666666667,0.266755158510517,NA,3.89747809798467,0.5,NA,2.28993382463297,0.416666666666667,24.8499882146042,24.8499882146042,0,-4.63715277779167,-4.63715277779167,0,NA,NA,NA,NA,1.27,-5.888888889,-5.888888889,NA,NA
2017,360,NA,-0.25102275957885,0.25,0.53493376201423,0.25,0.28391100243538,NA,4.99910258667783,0.770833333333333,NA,5.09509532047925,0.0625,33.778937451125,33.778937451125,0,-3.94791666672917,-3.94791666672917,0,NA,NA,NA,NA,0.254,-5.388888889,-5.388888889,NA,NA
2017,361,NA,-0.126965005765324,0.770833333333333,0.39767437454725,0.770833333333333,0.270709368781926,NA,3.92411021784734,0.770833333333333,NA,4.3478365961626,0.104166666666667,30.3900364196875,30.3900364196875,0,-4.05034722220833,-4.05034722220833,0,NA,NA,NA,NA,0,-8.111111111,-8.111111111,NA,NA
2017,362,NA,0.00167811404684966,1,0.313445540140719,1,0.315123654187569,NA,2.40114126653933,1,NA,2.82939356052674,0.0625,19.4128605496042,19.4128605496042,0,-2.5607638889375,-2.5607638889375,0,NA,NA,NA,NA,0,-3.611111111,-3.611111111,NA,NA
2017,363,NA,0.152386231239697,1,0.232884034320662,1,0.385270265560359,NA,1.97438903131163,1,NA,0.506569333185857,0.145833333333333,12.1208374225208,12.1208374225208,0,-0.874999999958333,-0.874999999958333,0,NA,NA,NA,NA,0,-2.055555556,-2.055555556,NA,NA
2017,364,NA,-0.144927983531521,0.520833333333333,0.762112240167803,0.520833333333333,0.617184256636283,NA,8.7481254339042,0.75,NA,-6.08573466765795,0.3125,77.5064100014375,77.5064100014375,0,1.773726852,1.773726852,0,NA,NA,NA,NA,0.254,-5.388888889,-5.388888889,NA,NA
2017,365,NA,0.279918631542286,0.145833333333333,-0.0187110051052833,0.145833333333333,0.261207626437003,NA,8.46839131414433,1.04166666666667,NA,3.42346193994705,0.166666666666667,76.4586865201458,76.4586865201458,0,-3.01504629625,-3.01504629625,0,NA,NA,NA,NA,0,-6.944444444,-6.944444444,NA,NA
2018,1,NA,-0.348135751871671,0.145833333333333,0.604355395944382,0.145833333333333,0.256219644072712,NA,2.33538513982968,1,NA,-1.0465670011798,0.104166666666667,22.9890901811667,22.9890901811667,0,-2.37615740733333,-2.37615740733333,0,NA,NA,NA,NA,0,-7.333333333,-7.333333333,NA,NA
2018,2,NA,-0.503180656680983,0.0625,0.765881231310616,0.0625,0.262700574629632,NA,3.02464820573977,1.10416666666667,NA,1.00707049774228,0.0208333333333333,15.7651706951458,15.7651706951458,0,-0.913194444395833,-0.913194444395833,0,NA,NA,NA,NA,0,-1.888888889,-1.888888889,NA,NA
2018,3,NA,-0.700162819896899,0.458333333333333,0.89646740689286,0.458333333333333,0.19630458699596,NA,7.5037514890004,1,NA,11.946573275558,0.229166666666667,69.9072924473542,69.9072924473542,0,-1.7303240740625,-1.7303240740625,0,NA,NA,NA,NA,0,-5.166666667,-5.166666667,NA,NA
2018,4,NA,-0.203705420081974,0.541666666666667,0.39854798072904,0.541666666666667,0.194842560647066,NA,2.54250698950021,1,NA,2.91849810815817,0.208333333333333,26.6875636715208,26.6875636715208,0,-2.13425925927083,-2.13425925927083,0,NA,NA,NA,NA,0,-5.444444444,-5.444444444,NA,NA
2018,5,NA,0.218928157706539,0.604166666666667,0.126734726789246,0.604166666666667,0.345662884495785,NA,1.35528514085685,1,NA,0.144236523476106,0.416666666666667,24.4270773711667,24.4270773711667,0,0.0931712962916666,0.0931712962916666,0,NA,NA,NA,NA,0.508,-2.194444444,-2.194444444,NA,NA
2018,6,NA,-0.163993202647211,0.166666666666667,0.616278523501168,0.166666666666667,0.452285320853956,NA,1.87875378391868,1,NA,3.10383789969463,0.0833333333333333,26.4745634429167,26.4745634429167,0,0.561342592645833,0.561342592645833,0,NA,NA,NA,NA,0,-0.555555556,-0.555555556,NA,NA
2018,7,NA,-0.0956211605712653,0.5,0.661577232347268,0.5,0.565956071776003,NA,1.96579821709342,1,NA,4.2983713682892,0.208333333333333,26.8776181779792,26.8776181779792,0,0.929976851854167,0.929976851854167,0,NA,NA,NA,NA,1.016,-0.555555556,-0.555555556,NA,NA
2018,8,NA,-0.14129217191757,1,0.769214086825195,1,0.627921914907625,NA,1.50644700474127,1.02083333333333,NA,2.4417289984652,0.145833333333333,24.1662973106875,24.1662973106875,0,1.65219907416667,1.65219907416667,0,NA,NA,NA,NA,0.254,-0.611111111,-0.611111111,NA,NA
2018,9,NA,0.00933056245655049,0.854166666666667,0.677236533120029,0.854166666666667,0.68656709557658,NA,1.65212263019348,0.708333333333333,NA,3.40228014380279,0.145833333333333,25.23709158025,25.23709158025,0,2.691550926,2.691550926,0,NA,NA,NA,NA,4.064,0.666666667,0.666666667,NA,NA
2018,10,NA,-0.0961513896527535,0.541666666666667,0.812062941676939,0.541666666666667,0.715911552024185,NA,6.05797957379818,0.958333333333333,NA,2.10247748965499,0.125,67.6378520361667,67.6378520361667,0,3.07407407408333,3.07407407408333,0,NA,NA,NA,NA,0,-1.944444444,-1.944444444,NA,NA
2018,11,NA,0.504973149354046,0.833333333333333,0.0579215015950882,0.833333333333333,0.562894650949135,NA,-0.433599321425191,0.791666666666667,NA,-3.43193693034536,0.770833333333333,9.09234064245833,9.09234064245833,0,1.84490740739583,1.84490740739583,0,NA,NA,NA,NA,9.144,-0.222222222,-0.222222222,NA,NA
2018,12,NA,-0.100689605248618,1.29166666666667,0.685701299843571,1.29166666666667,0.585011694594953,NA,6.24849483396101,1.54166666666667,NA,2.98652825745752,1.25,NA,17.6599197820444,1.0625,2.020833333375,2.020833333375,0,NA,NA,NA,NA,0,-1.166666667,-1.166666667,NA,NA
2018,13,NA,-0.130016792045096,2.54166666666667,0.857125398093963,2.54166666666667,0.727108606048867,NA,6.02918666911389,2.5625,NA,2.09965313614772,2.54166666666667,NA,17.5606184945972,2,3.53472222222917,3.53472222222917,0,NA,NA,NA,NA,0,-0.888888889,-0.888888889,NA,NA
2018,14,NA,-0.0887797921817827,2.60416666666667,0.899355782634334,2.60416666666667,0.810575990452552,NA,5.63767313146404,2.625,NA,2.20101571263785,2.60416666666667,NA,31.2675561985031,2.52083333333333,4.280092592625,4.280092592625,0,NA,NA,NA,NA,0,-0.583333333,-0.583333333,NA,NA
2018,15,NA,-0.0781646007501002,3,0.801199608738679,3,0.723035007988579,NA,5.56988784137418,3,NA,2.43473737155498,3,NA,31.6661305333285,3,3.54976851852083,3.54976851852083,0,NA,NA,NA,NA,0,-2,-2,NA,NA
2018,16,NA,-0.0781646007501002,3,0.790572716146549,3,0.712408115396449,NA,5.86740916601952,3,NA,2.37073805988508,3,NA,34.0699765783125,3,3.23726851845833,3.23726851845833,0,NA,NA,NA,NA,4.826,-2.222222222,-2.222222222,NA,NA
2018,17,NA,-0.0875456488335601,3,0.779134255547885,3,0.691588606714325,NA,6.33161321742646,3,NA,2.03808214036751,3,NA,37.8357683854709,3,3.20312500004167,3.20312500004167,0,NA,NA,NA,NA,0.254,-1.25,-1.25,NA,NA
2018,18,NA,-0.0333949189175029,3,1.03403463265694,3,1.00063971373944,NA,5.9637221345782,3,NA,1.5262675945269,3,NA,12.8179287224128,3,6.53472222222917,6.53472222222917,0,NA,NA,NA,NA,1.27,4.388888889,4.388888889,NA,NA
2018,19,NA,-0.0834018025951904,3,0.888275555155972,3,0.804873752560782,NA,5.94707176783289,3,NA,2.05518185655201,3,NA,29.4621099966502,3,4.10995370383333,4.10995370383333,0,NA,NA,NA,NA,0,-0.5,-0.5,NA,NA
2018,20,NA,-0.0877592140672081,3,0.901615505543039,3,0.813856291475832,NA,5.89012120783827,3,NA,3.00415250444853,3,NA,30.0127792486123,3,4.53587962958333,4.53587962958333,0,NA,NA,NA,NA,0,1.5,1.5,NA,NA
2018,21,NA,-0.0329540075062595,3,0.898585031207522,3,0.865631023701263,NA,5.56988784137418,3,NA,2.87048156723269,3,NA,30.7325065589886,3,5.16666666666667,5.16666666666667,0,NA,NA,NA,NA,1.016,2.166666667,2.166666667,NA,NA
2018,22,NA,-0.0781646007501002,3,0.823814396213167,3,0.745649795463067,NA,5.56988784137418,3,NA,2.43473737155498,3,NA,31.6661305333285,3,3.11805555589583,3.11805555589583,0,NA,NA,NA,NA,0,-3.222222222,-3.222222222,NA,NA
2018,23,NA,-0.0781646007501002,3,0.57910595783209,3,0.50094135708199,NA,5.86740916601952,3,NA,2.37073805988508,3,NA,34.0699765783125,3,0.844328703666667,0.844328703666667,0,NA,NA,NA,NA,2.286,-2.5,-2.5,NA,NA
2018,24,NA,-0.0875456488335601,3,0.918533465629344,3,0.830987816795784,NA,6.33161321742646,3,NA,2.03808214036751,3,NA,37.8357683854709,3,4.6608796295625,4.6608796295625,0,NA,NA,NA,NA,7.112,0.944444444,0.944444444,NA,NA
2018,25,NA,-0.0333949189175029,3,0.826382227427863,3,0.79298730851036,NA,5.9637221345782,3,NA,1.5262675945269,3,NA,12.8179287224128,3,4.31828703708333,4.31828703708333,0,NA,NA,NA,NA,0,-0.444444444,-0.444444444,NA,NA
2018,26,NA,-0.0834018025951904,3,0.999130316666326,3,0.915728514071135,NA,5.94707176783289,3,NA,2.05518185655201,3,NA,29.4621099966502,3,5.47280092589583,5.47280092589583,0,NA,NA,NA,NA,0,1.222222222,1.222222222,NA,NA
2018,27,NA,-0.0877592140672081,3,1.32353202112307,3,1.23577280705586,NA,5.89012120783827,3,NA,3.00415250444853,3,NA,30.0127792486123,3,8.166666666625,8.166666666625,0,NA,NA,NA,NA,0.762,4,4,NA,NA
2018,28,NA,-0.0329540075062595,3,1.03515316573171,3,1.00219915822545,NA,5.56988784137418,3,NA,2.87048156723269,3,NA,30.7325065589886,3,6.53877314816667,6.53877314816667,0,NA,NA,NA,NA,0,5,5,NA,NA
2018,29,NA,-0.0781646007501002,3,1.07006007483149,3,0.991895474081389,NA,5.56988784137418,3,NA,2.43473737155498,3,NA,31.6661305333285,3,6.39120370370833,6.39120370370833,0,NA,NA,NA,NA,0,4.611111111,4.611111111,NA,NA
2018,30,NA,-0.0781646007501002,3,0.987198484956709,3,0.90903388420661,NA,5.86740916601952,3,NA,2.37073805988508,3,NA,34.0699765783125,3,4.983796296,4.983796296,0,NA,NA,NA,NA,0,-0.833333333,-0.833333333,NA,NA
2018,31,NA,-0.0875456488335601,3,0.662656776828555,3,0.575111127994995,NA,6.76644844189014,3,NA,2.03808214036751,3,NA,37.8357683854709,3,1.2847222221875,1.2847222221875,0,NA,NA,NA,NA,0,-3.722222222,-3.722222222,NA,NA
2018,32,NA,-0.0333949189175029,3,0.640398458578874,3,0.607003539661372,NA,6.76905690212484,3,NA,1.5262675945269,3,NA,12.8179287224128,3,1.78530092591667,1.78530092591667,0,NA,NA,NA,NA,5.842,-3.944444444,-3.944444444,NA,NA
2018,33,NA,-0.0834018025951904,3,0.99942342554316,3,0.91602162294797,NA,8.05231539457444,3,NA,2.05518185655201,3,NA,29.4621099966502,3,5.52025462972917,5.52025462972917,0,NA,NA,NA,NA,0,1.555555556,1.555555556,NA,NA
2018,34,NA,-0.0877592140672081,3,1.63462182206526,3,1.54686260799805,NA,8.30443889288011,3,NA,3.00415250444853,3,NA,30.0127792486123,3,10.3194444441667,10.3194444441667,0,NA,NA,NA,NA,0,4.222222222,4.222222222,NA,NA
2018,35,NA,-0.0329540075062595,3,1.66004380046993,3,1.62708979296367,NA,9.11369042391006,3,NA,2.87048156723269,3,NA,30.7325065589886,3,10.7598379632083,10.7598379632083,0,NA,NA,NA,NA,0,5.388888889,5.388888889,NA,NA
2018,36,NA,-0.0781646007501002,3,1.50124779151721,3,1.42308319076711,NA,9.67042545159195,3,NA,2.43473737155498,3,NA,31.6661305333285,3,9.53472222202083,9.53472222202083,0,NA,NA,NA,NA,0,4.277777778,4.277777778,NA,NA
2018,37,NA,-0.0781646007501002,3,1.19014924574713,3,1.11198464499703,NA,9.32818007288819,3,NA,2.37073805988508,3,NA,34.0699765783125,3,6.91493055539583,6.91493055539583,0,NA,NA,NA,NA,0,0.222222222,0.222222222,NA,NA
2018,38,NA,-0.511619608024474,3,1.61486329663725,3,1.10324368861278,NA,8.63590255761411,3,NA,9.77938733410192,3,NA,57.9546425389836,3,7.28124999985417,7.28124999985417,0,NA,NA,NA,NA,0,3.555555556,3.555555556,NA,NA
2018,39,NA,-0.721269334974885,3,2.51279893289008,3,1.7915295979152,NA,12.0433839671708,3,NA,11.4010896558412,3,NA,67.2448700455233,3,11.5723379628333,11.5723379628333,0,NA,NA,NA,NA,0,2.166666667,2.166666667,NA,NA
2018,40,NA,-1.0206391333903,3,1.93377028882803,3,0.913131155437724,NA,16.0841155631524,3,NA,19.7235038822289,3,NA,123.127410931552,3,5.52604166670833,5.52604166670833,0,NA,NA,NA,NA,0,1.388888889,1.388888889,NA,NA
2018,41,NA,-1.19217939748971,3,1.84356876472841,3,0.651389367238701,NA,17.2564198130049,3,NA,26.1650076880894,3,NA,151.145153537612,3,2.54976851839583,2.54976851839583,0,NA,NA,NA,NA,0,-3,-3,NA,NA
2018,42,NA,-1.29357150876383,3,1.82525728363617,3,0.531685774872344,NA,17.7591591430933,3,NA,29.9442598330388,3,NA,160.558533046229,3,0.688657407375,0.688657407375,0,NA,NA,NA,NA,0,-4.055555556,-4.055555556,NA,NA
2018,43,NA,-1.48704466595708,3,1.93816745993615,3,0.451122793979066,NA,18.0934558860935,3,NA,33.512916797912,3,NA,167.541252396531,3,-0.3350694444375,-0.3350694444375,0,NA,NA,NA,NA,0,-6.388888889,-6.388888889,NA,NA
2018,44,NA,-1.47003501800851,3,1.93863318185553,3,0.46859816384702,NA,17.4213061582528,3,NA,29.5565739544393,3,NA,154.952268250456,3,-0.7870370370625,-0.7870370370625,0,NA,NA,NA,NA,0,-9.111111111,-9.111111111,NA,NA
2018,45,NA,-1.41877160910559,3,2.04815604632937,3,0.629384437223776,NA,13.1600508876933,3,NA,25.8892620416394,3,NA,127.648832371552,3,2.338541666625,2.338541666625,0,NA,NA,NA,NA,3.81,-2.111111111,-2.111111111,NA,NA
2018,46,NA,-0.946285974046337,3,1.68913245748728,3,0.742846483440948,NA,13.3084817363646,3,NA,12.332095630759,3,NA,102.142208699071,3,3.310763888875,3.310763888875,0,NA,NA,NA,NA,0,-3.611111111,-3.611111111,NA,NA
2018,47,NA,-1.09810707238716,3,2.24498065716069,3,1.14687358477353,NA,17.3529022270792,3,NA,21.3028692244804,3,NA,133.544306641216,3,6.94328703685417,6.94328703685417,0,NA,NA,NA,NA,0,0.194444444,0.194444444,NA,NA
2018,48,NA,-1.19217939748971,3,2.30808537980739,3,1.11590598231767,NA,17.2564198130049,3,NA,26.1650076880894,3,NA,151.145153537612,3,6.197916666625,6.197916666625,0,NA,NA,NA,NA,0,-2.777777778,-2.777777778,NA,NA
